"10:03:11","X1531117",9
"10:03:11","K6798975",4
"10:03:11","L4062602",2
"10:03:11","M8812377",9
"10:03:11","N7271002",5
"10:03:11","L4408509",4
"10:03:11","U5049739",6
"10:03:11","P6886212",2
"10:03:11","E5786783",4
"10:03:11","H4421781",10
"10:03:11","K8869502",10
"10:03:11","B7166026",8
"10:03:11","C1473502",2
"10:03:11","S6498468",8
"10:03:11","Q6707467",5
"10:03:11","O5616466",3
"10:03:11","T2094161",5
"10:03:11","K6447688",5
"10:03:11","V4555419",4
"10:03:11","B5631344",4
"10:03:11","O7347885",6
"10:03:11","O2590715",10
"11:03:16","O7347885",10
"11:03:16","B5631344",6
"11:03:16","Q8760955",3
"11:03:16","T2094161",12
"11:03:16","X1531117",6
"11:03:16","L7806403",2
"11:03:16","V4555419",14
"11:03:16","C1473502",10
"11:03:16","M4484483",7
"11:03:16","V3210922",13
"11:03:16","H4421781",8
"11:03:16","O5616466",6
"11:03:16","K6447688",16
"11:03:16","L2810179",3
"11:03:16","I7623255",7
"11:03:16","E2510068",6
"11:03:16","S1082436",7
"11:03:16","P1931023",4
"11:03:16","Q6707467",11
"11:03:16","K8869502",17
"11:03:16","P6634307",2
"11:03:16","K6798975",6
"11:03:16","Q6162954",13
"11:03:16","M8812377",16
"11:03:16","L4408509",10
"11:03:16","B7166026",14
"11:03:16","B5338831",8
"11:03:16","N7271002",7
"11:03:16","E5786783",8
"11:03:16","P6886212",8
"11:03:16","S6498468",7
"11:03:16","C5212139",6
"11:03:16","P5945873",3
"11:03:16","Y7307039",6
"11:03:16","N5025662",6
"11:03:16","J8470845",5
"11:03:16","V8865356",6
"11:03:16","D4707477",4
"11:03:16","Z7033292",8
"11:03:16","U5049739",12
"11:03:16","W7940835",5
"11:03:16","L4062602",9
"11:03:16","M5437261",2
"11:03:16","O2590715",10
"11:03:16","A7833663",3
"12:03:17","Y7307039",6
"12:03:17","Z7033292",9
"12:03:17","N4826235",9
"12:03:17","V4555419",0
"12:03:17","R3904282",8
"12:03:17","H8461787",7
"12:03:17","U5049739",7
"12:03:17","J5240447",9
"12:03:17","T5990698",10
"12:03:17","K2091889",3
"12:03:17","K2718151",6
"12:03:17","A7833663",8
"12:03:17","B7166026",10
"12:03:17","X7088218",5
"12:03:17","U2465864",3
"12:03:17","B5338831",12
"12:03:17","A4256176",10
"12:03:17","C1473502",15
"12:03:17","K8869502",0
"12:03:17","L4062602",10
"12:03:17","P6886212",8
"12:03:17","O2590715",0
"12:03:17","Q6707467",7
"12:03:17","C1212188",7
"12:03:17","K6447688",0
"12:03:17","S6498468",7
"12:03:17","Q3068173",6
"12:03:17","D4707477",10
"12:03:17","J8470845",4
"12:03:17","P4699924",3
"12:03:17","E5786783",10
"12:03:17","P1931023",13
"12:03:17","J8385270",13
"12:03:17","L7806403",7
"12:03:17","M4484483",7
"12:03:17","D3067299",4
"12:03:17","Q6162954",14
"12:03:17","P5945873",10
"12:03:17","T2094161",5
"12:03:17","O5616466",9
"12:03:17","Q8760955",6
"12:03:17","F5117890",6
"12:03:17","C5212139",13
"12:03:17","K6798975",11
"12:03:17","Z8178555",13
"12:03:17","Z5970229",2
"12:03:17","X1531117",8
"12:03:17","V3210922",11
"12:03:17","E2510068",7
"12:03:17","P6634307",5
"12:03:17","L4408509",0
"12:03:17","M8812377",0
"12:03:17","M5437261",8
"12:03:17","H4421781",0
"12:03:17","L2810179",18
"12:03:17","N5025662",6
"12:03:17","D8362912",4
"12:03:17","I7623255",8
"12:03:17","O7347885",0
"12:03:17","V8865356",9
"12:03:17","N7271002",7
"12:03:17","B5631344",4
"12:03:17","S1082436",5
"12:03:17","W7940835",10
"12:03:17","W4166698",10
"13:03:21","U7596139",3
"13:03:21","Y7307039",7
"13:03:21","Z7033292",8
"13:03:21","O3819642",5
"13:03:21","N4826235",11
"13:03:21","J4416384",10
"13:03:21","M7420642",3
"13:03:21","V4555419",0
"13:03:21","S8159450",6
"13:03:21","Z7921786",5
"13:03:21","N1876559",3
"13:03:21","E6700943",4
"13:03:21","R3904282",20
"13:03:21","H8461787",13
"13:03:21","U5049739",0
"13:03:21","J5240447",17
"13:03:21","T5990698",12
"13:03:21","Q6717156",5
"13:03:21","K2091889",6
"13:03:21","K2718151",8
"13:03:21","A7833663",10
"13:03:21","B7166026",0
"13:03:21","X7088218",19
"13:03:21","I5221084",4
"13:03:21","U2465864",6
"13:03:21","T5529297",12
"13:03:21","B5338831",8
"13:03:21","A4256176",15
"13:03:21","C1473502",0
"13:03:21","K8869502",0
"13:03:21","L4062602",6
"13:03:21","P6886212",5
"13:03:21","O2590715",0
"13:03:21","Q6707467",0
"13:03:21","C1212188",12
"13:03:21","K6447688",0
"13:03:21","S6498468",11
"13:03:21","Q3068173",12
"13:03:21","P3449862",6
"13:03:21","D4707477",9
"13:03:21","J8470845",10
"13:03:21","P4699924",7
"13:03:21","E5786783",8
"13:03:21","P1931023",14
"13:03:21","J8385270",8
"13:03:21","Y6525066",8
"13:03:21","L7806403",8
"13:03:21","M4484483",7
"13:03:21","D3067299",7
"13:03:21","Q6162954",0
"13:03:21","P5945873",10
"13:03:21","T2094161",0
"13:03:21","O5616466",7
"13:03:21","Q8760955",8
"13:03:21","F5117890",9
"13:03:21","V2408807",7
"13:03:21","K6798975",10
"13:03:21","C5212139",7
"13:03:21","Z8178555",0
"13:03:21","Z5970229",7
"13:03:21","X1531117",6
"13:03:21","V3210922",0
"13:03:21","E2510068",5
"13:03:21","P6634307",4
"13:03:21","L4408509",0
"13:03:21","M8812377",0
"13:03:21","M5437261",9
"13:03:21","H4421781",0
"13:03:21","L2810179",0
"13:03:21","N5025662",8
"13:03:21","D8362912",6
"13:03:21","I7623255",7
"13:03:21","D1982824",5
"13:03:21","O7347885",0
"13:03:21","V8865356",5
"13:03:21","N7271002",10
"13:03:21","B5631344",5
"13:03:21","S1082436",8
"13:03:21","W7940835",7
"13:03:21","W4166698",5
"14:03:26","L4536690",7
"14:03:26","K6798975",7
"14:03:26","C1212188",0
"14:03:26","Y7307039",5
