"09:08:20.333","X1531117","0"
"09:16:42.24","X1531117","7"
"09:23:40.932","X1531117","7"
"09:23:40.932","U5049739","0"
"09:29:05.79","X1531117","5"
"09:29:05.79","U5049739","24"
"09:34:33.199","H4421781","10"
"09:34:33.199","X1531117","0"
"09:34:33.199","U5049739","25"
"09:34:33.199","O2590715","25"
"09:34:33.199","N7271002","4"
"09:40:23.242","H4421781","18"
"09:40:23.242","X1531117","23"
"09:40:23.242","U5049739","0"
"09:40:23.242","O7347885","8"
"09:40:23.242","B7166026","0"
"09:40:23.242","T2094161","0"
"09:40:23.242","L4408509","25"
"09:40:23.242","O2590715","16"
"09:40:23.242","N7271002","4"
"09:40:23.242","M8812377","0"
"09:45:35.9","K6798975","16"
"09:45:35.9","X1531117","11"
"09:45:35.9","L4062602","19"
"09:45:35.9","M8812377","22"
"09:45:35.9","N7271002","5"
"09:45:35.9","L4408509","13"
"09:45:35.9","U5049739","7"
"09:45:35.9","H4421781","16"
"09:45:35.9","B7166026","23"
"09:45:35.9","K8869502","6"
"09:45:35.9","T2094161","3"
"09:45:35.9","O2590715","21"
"09:45:35.9","O7347885","0"
"09:50:41.754","K6798975","26"
"09:50:41.754","X1531117","11"
"09:50:41.754","L4062602","19"
"09:50:41.754","M8812377","23"
"09:50:41.754","N7271002","0"
"09:50:41.754","L4408509","14"
"09:50:41.754","U5049739","7"
"09:50:41.754","E5786783","14"
"09:50:41.754","H4421781","21"
"09:50:41.754","B7166026","0"
"09:50:41.754","K8869502","14"
"09:50:41.754","S6498468","24"
"09:50:41.754","Q6707467","7"
"09:50:41.754","T2094161","3"
"09:50:41.754","B5631344","6"
"09:50:41.754","O2590715","19"
"09:50:41.754","O7347885","5"
"09:55:50.662","K6798975","26"
"09:55:50.662","X1531117","11"
"09:55:50.662","L4062602","19"
"09:55:50.662","M8812377","0"
"09:55:50.662","N7271002","3"
"09:55:50.662","L4408509","0"
"09:55:50.662","U5049739","0"
"09:55:50.662","E5786783","15"
"09:55:50.662","H4421781","21"
"09:55:50.662","B7166026","1"
"09:55:50.662","K8869502","13"
"09:55:50.662","S6498468","20"
"09:55:50.662","Q6707467","7"
"09:55:50.662","T2094161","0"
"09:55:50.662","K6447688","0"
"09:55:50.662","B5631344","5"
"09:55:50.662","O2590715","21"
"09:55:50.662","O7347885","0"
"10:00:56.989","K6798975","26"
"10:00:56.989","X1531117","11"
"10:00:56.989","L4062602","19"
"10:00:56.989","M8812377","12"
"10:00:56.989","N7271002","3"
"10:00:56.989","L4408509","25"
"10:00:56.989","U5049739","12"
"10:00:56.989","P6886212","1"
"10:00:56.989","E5786783","16"
"10:00:56.989","H4421781","17"
"10:00:56.989","C1473502","2"
"10:00:56.989","B7166026","1"
"10:00:56.989","K8869502","0"
"10:00:56.989","S6498468","9"
"10:00:56.989","O5616466","0"
"10:00:56.989","Q6707467","0"
"10:00:56.989","T2094161","21"
"10:00:56.989","K6447688","19"
"10:00:56.989","V4555419","14"
"10:00:56.989","B5631344","0"
"10:00:56.989","O2590715","20"
"10:00:56.989","O7347885","14"
"10:05:57.577","O7347885","0"
"10:05:57.577","B5631344","24"
"10:05:57.577","T2094161","21"
"10:05:57.577","X1531117","12"
"10:05:57.577","V4555419","4"
"10:05:57.577","C1473502","3"
"10:05:57.577","M4484483","9"
"10:05:57.577","V3210922","21"
"10:05:57.577","H4421781","0"
"10:05:57.577","O5616466","19"
"10:05:57.577","K6447688","0"
"10:05:57.577","Q6707467","3"
"10:05:57.577","K8869502","11"
"10:05:57.577","K6798975","17"
"10:05:57.577","L4408509","8"
"10:05:57.577","M8812377","0"
"10:05:57.577","B7166026","12"
"10:05:57.577","N7271002","2"
"10:05:57.577","E5786783","15"
"10:05:57.577","P6886212","1"
"10:05:57.577","S6498468","9"
"10:05:57.577","U5049739","0"
"10:05:57.577","L4062602","19"
"10:05:57.577","O2590715","20"
"10:11:08.07","O7347885","2"
"10:11:08.07","B5631344","23"
"10:11:08.07","T2094161","22"
"10:11:08.07","X1531117","12"
"10:11:08.07","V4555419","0"
"10:11:08.07","C1473502","3"
"10:11:08.07","M4484483","13"
"10:11:08.07","V3210922","20"
"10:11:08.07","H4421781","0"
"10:11:08.07","O5616466","19"
"10:11:08.07","K6447688","23"
"10:11:08.07","Q6707467","25"
"10:11:08.07","K8869502","11"
"10:11:08.07","K6798975","17"
"10:11:08.07","Q6162954","0"
"10:11:08.07","L4408509","0"
"10:11:08.07","M8812377","18"
"10:11:08.07","B7166026","0"
"10:11:08.07","N7271002","2"
"10:11:08.07","E5786783","14"
"10:11:08.07","P6886212","0"
"10:11:08.07","S6498468","7"
"10:11:08.07","U5049739","0"
