"10:03:11","0",22
"10:03:11","1",2
"10:03:11","2",4
"10:03:11","3",2
"10:03:11","4",2
"10:03:11","5",5
"10:03:11","6",5
"10:03:11","7",5
"10:03:11","8",2
"10:03:11","20",4
"10:03:11","9",1
"10:03:11","21",5
"10:03:11","22",5
"10:03:11","23",7
"10:03:11","24",7
"10:03:11","25",5
"10:03:11","26",3
"10:03:11","10",2
"10:03:11","11",4
"10:03:11","12",3
"10:03:11","13",4
"10:03:11","14",7
"10:03:11","15",4
"10:03:11","16",5
"10:03:11","17",3
"10:03:11","18",3
"10:03:11","19",4
"11:03:16","0",45
"11:03:16","1",17
"11:03:16","2",12
"11:03:16","3",10
"11:03:16","4",9
"11:03:16","5",6
"11:03:16","6",11
"11:03:16","7",12
"11:03:16","8",12
"11:03:16","20",14
"11:03:16","9",16
"11:03:16","21",13
"11:03:16","22",14
"11:03:16","23",13
"11:03:16","24",13
"11:03:16","25",11
"11:03:16","26",1
"11:03:16","10",13
"11:03:16","E",8
"11:03:16","11",12
"11:03:16","12",13
"11:03:16","13",9
"11:03:16","14",10
"11:03:16","15",14
"11:03:16","16",10
"11:03:16","17",14
"11:03:16","18",13
"11:03:16","19",15
"12:03:17","0",57
"12:03:17","1",21
"12:03:17","2",18
"12:03:17","3",16
"12:03:17","4",16
"12:03:17","5",17
"12:03:17","6",12
"12:03:17","7",12
"12:03:17","8",14
"12:03:17","20",18
"12:03:17","9",15
"12:03:17","21",14
"12:03:17","22",13
"12:03:17","23",16
"12:03:17","24",18
"12:03:17","25",16
"12:03:17","26",2
"12:03:17","10",17
"12:03:17","E",17
"12:03:17","11",16
"12:03:17","12",17
"12:03:17","13",15
"12:03:17","14",13
"12:03:17","15",15
"12:03:17","16",18
"12:03:17","17",20
"12:03:17","18",16
"12:03:17","19",20
"13:03:21","0",63
"13:03:21","1",19
"13:03:21","2",15
"13:03:21","3",14
"13:03:21","4",14
"13:03:21","5",23
"13:03:21","6",21
"13:03:21","7",15
"13:03:21","8",20
"13:03:21","20",18
"13:03:21","9",19
"13:03:21","21",17
"13:03:21","22",17
"13:03:21","23",20
"13:03:21","24",23
"13:03:21","25",23
"13:03:21","26",1
"13:03:21","10",15
"13:03:21","E",32
"13:03:21","11",17
"13:03:21","12",18
"13:03:21","13",18
"13:03:21","14",19
"13:03:21","15",16
"13:03:21","16",17
"13:03:21","17",17
"13:03:21","18",17
"13:03:21","19",17
"14:03:26","0",70
"14:03:26","1",12
"14:03:26","2",12
"14:03:26","3",13
"14:03:26","4",13
"14:03:26","5",25
"14:03:26","6",17
"14:03:26","7",20
"14:03:26","8",17
"14:03:26","20",21
"14:03:26","9",16
"14:03:26","21",22
"14:03:26","22",17
"14:03:26","23",13
"14:03:26","24",20
"14:03:26","25",22
"14:03:26","26",1
"14:03:26","10",14
"14:03:26","E",53
"14:03:26","11",11
"14:03:26","12",12
"14:03:26","13",26
"14:03:26","14",22
"14:03:26","15",18
"14:03:26","16",20
"14:03:26","17",19
"14:03:26","18",16
"14:03:26","19",20
"15:03:42","0",71
"15:03:42","1",21
"15:03:42","2",17
"15:03:42","3",18
"15:03:42","4",17
"15:03:42","5",14
"15:03:42","6",13
"15:03:42","7",16
"15:03:42","8",14
"15:03:42","20",21
"15:03:42","9",19
"15:03:42","21",23
"15:03:42","22",20
"15:03:42","23",18
"15:03:42","24",16
"15:03:42","25",19
"15:03:42","26",1
"15:03:42","10",12
"15:03:42","E",74
"15:03:42","11",21
"15:03:42","12",20
"15:03:42","13",19
"15:03:42","14",21
"15:03:42","15",19
"15:03:42","16",16
"15:03:42","17",14
"15:03:42","18",17
"15:03:42","19",15
"16:03:45","0",75
"16:03:45","1",20
"16:03:45","2",25
"16:03:45","3",26
"16:03:45","4",25
"16:03:45","5",19
"16:03:45","6",19
"16:03:45","7",22
"16:03:45","8",27
"16:03:45","20",17
"16:03:45","9",28
"16:03:45","21",17
"16:03:45","22",16
"16:03:45","23",17
"16:03:45","24",21
"16:03:45","25",18
"16:03:45","10",19
"16:03:45","E",89
"16:03:45","11",24
"16:03:45","12",17
"16:03:45","13",17
"16:03:45","14",23
"16:03:45","15",24
"16:03:45","16",28
"16:03:45","17",24
"16:03:45","18",14
"16:03:45","19",14
"17:03:46","0",85
"17:03:46","1",26
"17:03:46","2",21
"17:03:46","3",29
"17:03:46","4",26
"17:03:46","5",30
"17:03:46","6",29
"17:03:46","7",33
"17:03:46","8",29
"17:03:46","20",28
"17:03:46","9",30
"17:03:46","21",20
"17:03:46","22",25
"17:03:46","23",25
"17:03:46","24",26
"17:03:46","25",27
"17:03:46","26",1
"17:03:46","10",25
"17:03:46","E",117
"17:03:46","11",26
"17:03:46","12",23
"17:03:46","13",24
"17:03:46","14",29
"17:03:46","15",33
"17:03:46","16",37
"17:03:46","17",30
"17:03:46","18",29
"17:03:46","19",27
"18:03:50","0",83
"18:03:50","1",26
"18:03:50","2",29
"18:03:50","3",26
"18:03:50","4",17
"18:03:50","5",20
"18:03:50","6",22
"18:03:50","7",21
"18:03:50","8",22
"18:03:50","20",31
"18:03:50","9",26
"18:03:50","21",29
"18:03:50","22",29
"18:03:50","23",32
"18:03:50","24",35
"18:03:50","25",25
"18:03:50","26",2
"18:03:50","10",26
"18:03:50","E",153
"18:03:50","11",25
"18:03:50","12",30
"18:03:50","13",27
"18:03:50","14",30
"18:03:50","15",22
"18:03:50","16",22
"18:03:50","17",25
"18:03:50","18",30
"18:03:50","19",25
"19:04:00","0",47
"19:04:00","1",21
"19:04:00","2",16
"19:04:00","3",16
"19:04:00","4",18
"19:04:00","5",16
"19:04:00","6",8
"19:04:00","7",10
"19:04:00","8",9
"19:04:00","20",15
"19:04:00","9",15
"19:04:00","21",14
"19:04:00","22",20
"19:04:00","23",19
"19:04:00","24",18
"19:04:00","25",21
"19:04:00","10",15
"19:04:00","E",186
"19:04:00","11",14
"19:04:00","12",20
"19:04:00","13",23
"19:04:00","14",22
"19:04:00","15",16
"19:04:00","16",12
"19:04:00","17",17
"19:04:00","18",16
"19:04:00","19",18
